no,co,cl,tb,s,l,r,b,lr,rr,br,hh,ha,hs,he,ci,cw,re,la,pl,u1,u2,u3,le,sa,mw,t,pr,d,n,i,v,nx,rp,u,f,ra,h,si 
9.822,9,822,False,['l'],"[[[[76, 6]], 'E52-164']]",[],[],['W EVE (4-7 PM)'],[],[],False,False,False,False,False,False,False,False,False,4,0,8,G,14.137,,['SP'],None,"Examines ""psychology appreciation"" for economics students. Aims to enhance knowledge and intuition about psychological processes in areas relevant to economics. Increases understanding of psychology as an experimental discipline, with its own distinct rules and style of argument. Topics include self-knowledge, cognitive dissonance, self-deception, emotions, social norms, self-control, learning, mental accounting, memory, individual and group behavior, and some personality and psycho-analytic models. Within each of these topics, we showcase effective and central experiments and discuss their role in the development of psychological theory. Term paper required.",Psychology and Economics,"Prelec, Drazen",False,False,False,,False,6.7,7.5,8.0
9.89,9,89,False,[],[],[],[],[],[],[],False,False,False,False,False,False,False,False,False,0,0,0,U,,,"['FA', 'JA', 'SP']",None,"For Brain and Cognitive Sciences undergraduates participating in curriculum-related research off-campus. Before enrolling, students must consult the BCS Academic Office for details on procedures and restrictions, and have approval from their faculty advisor. Subject to departmental approval. Upon completion, the off-campus supervisor will provide an evaluation of the student's work.&nbsp; The student must also submit a write-up of the experience, approved by the MIT supervisor.&nbsp;",Off-Campus Undergraduate Research in Brain and Cognitive Sciences,"Vallin, Sierra",True,False,True,,False,0,0,0
9.91,9,91,False,[],[],[],[],[],[],[],False,False,False,False,False,False,False,False,False,0,0,0,U,,,"['FA', 'JA', 'SP']","9.00, two additional subjects in Brain and Cognitive Sciences, and permission of instructor",Individual study of a topic under the direction of a member of the faculty.,Independent Study in Brain and Cognitive Sciences,"Vallin, Sierra",True,False,True,,False,0,0,0
9.919,9,919,False,[],[],[],[],[],[],[],False,False,False,False,False,False,False,False,False,0,0,0,G,,,"['FA', 'SP']",None,"For teaching assistants in Brain and Cognitive Sciences, in cases where teaching assignment is approved for academic credit by the department.",Teaching Brain and Cognitive Sciences,"Vallin, Sierra",True,False,True,,False,0,0,0
9.921,9,921,False,[],[],[],[],[],[],[],False,False,False,False,False,False,False,False,False,0,0,0,G,,,"['FA', 'SU', 'SP']",Permission of instructor,Guided research under the sponsorship of individual members of the faculty. Ordinarily restricted to candidates for the doctoral degree in Course 9.,Research in Brain and Cognitive Sciences,"Ormerod, Julianne",True,False,True,,False,0,0,0
9.941,9,941,False,[],[],[],[],[],[],[],False,False,False,False,False,False,False,False,False,0,0,0,G,,,"['FA', 'SU', 'SP']",Permission of instructor,Students submit written proposals for thesis according to stated deadlines.,Graduate Thesis Proposal,"Ormerod, Julianne",True,False,True,,False,0,0,0
9.S913,9,S913,False,['l'],"[[[[39, 3], [99, 3]], '32-141']]",[],[],['TR12.30-2'],[],[],False,False,False,False,False,False,False,False,False,0,0,0,G,,,['SP'],Permission of instructor,Advanced graduate study in brain and cognitive sciences; covers material not offered in regular curriculum.,Special Subject in Brain and Cognitive Sciences,"Heiman, Myriam",False,False,True,,False,6.2,6.9,5.0
9.S917,9,S917,False,[],[],[],[],[],[],[],False,False,False,False,False,False,False,False,False,0,0,0,G,,,['SP'],Permission of instructor,Advanced graduate study in brain and cognitive sciences; covers material not offered in regular curriculum.,Special Subject in Brain and Cognitive Sciences,"DiCarlo, James",True,False,True,,False,6.3,4.3,18.3
9.S99,9,S99,False,['l'],"[[[[39, 3], [99, 3]], '32-141']]",[],[],['TR12.30-2'],[],[],False,False,False,False,False,False,False,False,False,0,0,0,U,,,['SP'],None,For undergraduate study in brain and cognitive sciences; covers material not offered in regular curriculum.,Special Subject in Brain and Cognitive Sciences,"Kellis, Manolis",False,False,False,,False,0,0,0
9.THG,9,THG,False,[],[],[],[],[],[],[],False,False,False,False,False,False,False,False,False,0,0,0,G,,,"['FA', 'JA', 'SU', 'SP']",Permission of instructor,Program of research leading to the writing of a Ph.D. thesis; to be arranged by the student and an appropriate MIT faculty member.,Graduate Thesis,"Ormerod, Julianne",True,False,True,,False,0,0,0
9.UR,9,UR,False,[],[],[],[],[],[],[],False,False,False,False,False,False,False,False,False,0,0,0,U,,,"['FA', 'JA', 'SU', 'SP']",None,Individual participation in an ongoing research project.,Undergraduate Research,"Vallin, Sierra",True,False,True,,False,0,0,0
9.URG,9,URG,False,[],[],[],[],[],[],[],False,False,False,False,False,False,False,False,False,0,0,0,U,,,"['FA', 'JA', 'SU', 'SP']",None,Individual participation in an ongoing research project.,Undergraduate Research,"Tomic, Theresa",True,False,True,,False,0,0,0
AS.102,AS,102,False,[],[],[],[],[],[],[],False,False,False,False,False,False,False,False,False,1,0,1,U,,,['SP'],AS.101 or permission of instructor; [AS.112],"Survey course designed to introduce students to the United States Air Force. Provides an overview of the basic characteristics, missions, and organizations of the Air Force.&nbsp;AS.102 is a continuation of AS.101.",Heritage and Values of the United States Air Force,"Sawyer, Madelaine",True,False,False,,False,6.2,2.2,18.0
AS.112,AS,112,False,['l'],"[[[[44, 4]], '1-190']]",[],[],['T3-5'],[],[],False,False,False,False,False,False,False,False,False,0,2,2,U,,,['SP'],AS.111 or permission of instructor; [AS.102],"Includes a study of Air Force customs and courtesies, drill and ceremonies, and military commands. Also includes studying the environment of an Air Force officer and learning about areas of opportunity available to commissioned officers, as well as interviews, guidance, and information to increase the understanding, motivation, and performance of other cadets. AS.112 is a continuation of AS.111.",Leadership Laboratory,"Heller, Jason",False,False,False,,False,5.8,3.7,18.0
AS.202,AS,202,False,[],[],[],[],[],[],[],False,False,False,False,False,False,False,False,False,1,0,1,U,,,['SP'],AS.201 or permission of instructor; [AS.212],Focuses on laying the foundation for teams and leadership. Topics center on skills that allow cadets to improve their leadership on a personal level and within a team. Prepares cadets for their field training experience where they have the opportunity to put the concepts covered in to practice. Aims to instill a leadership mindset and motivate sophomore students to transition from AFROTC cadet to AFROTC officer candidate.,Team and Leadership Fundamentals,"Sawyer, Madelaine",True,False,False,,False,6.8,2.3,12.0
AS.212,AS,212,False,['l'],"[[[[44, 4]], '1-190']]",[],[],['T3-5'],[],[],False,False,False,False,False,False,False,False,False,0,2,2,U,,,['SP'],AS.211 or permission of instructor; [AS.202],Emphasizes development of techniques used to direct and inform. Students are assigned leadership and management positions in the AS.111 programs described above. AS.212 is a continuation of AS.211.,Leadership Laboratory,"Heller, Jason",False,False,False,,False,7.0,5.7,13.0
AS.302,AS,302,False,[],[],[],[],[],[],[],False,False,False,False,False,False,False,False,False,3,0,3,U,,,['SP'],AS.301 or permission of instructor; [AS.312],"Covers advanced skills and knowledge in management and leadership, with special emphasis on enhancing cadets' leadership skills and communication. Cadets have an opportunity to try out these leadership and management techniques in a supervised environment as juniors and seniors.",Leading People and Effective Communication,"Preston, John",True,False,False,,False,6.7,5.2,9.5
AS.312,AS,312,False,['l'],"[[[[44, 4]], '1-190']]",[],[],['T3-5'],[],[],False,False,False,False,False,False,False,False,False,0,2,4,U,,,['SP'],AS.311 or permission of instructor; [AS.302],"Consists of activities classified as advanced leadership experiences that involve the planning and controlling of military activities of the cadet corps and the preparation and presentation of briefings and other oral and written communications. Also includes interviews, guidance, and information to increase the understanding, motivation, and performance of other cadets. AS.312 is a continuation of AS.311.",Leadership Laboratory,"Heller, Jason",False,False,False,,False,6.6,8.1,9.5
AS.402,AS,402,False,[],[],[],[],[],[],[],False,False,False,False,False,False,False,False,False,3,0,3,U,,,['SP'],AS.401 or permission of instructor; [AS.412],"Designed for college seniors, providing them the foundation to understand their role as military officers in American society. Includes an overview of the complex social and political issues facing the military profession and requires a measure of sophistication commensurate with the senior college level. Provides information that prepares cadets for active duty.",National Security Affairs/Preparation for Active Duty,"Heller, Jason",True,False,False,,False,6.7,5.0,6.0
AS.412,AS,412,False,['l'],"[[[[44, 4]], '1-190']]",[],[],['T3-5'],[],[],False,False,False,False,False,False,False,False,False,0,2,4,U,,,['SP'],AS.411 or permission of instructor; [AS.402],"Consists of activities classified as advanced leadership experiences that involve the planning and controlling of military activities of the cadet corps, and the preparation and presentation of briefings and other oral and written communications. Also includes interviews, guidance, and information to increase the understanding, motivation, and performance of other cadets. AS.412 is a continuation of AS.411.",Leadership Laboratory,"Heller, Jason",False,False,False,,False,6.7,8.8,4.5
AS.812,AS,812,False,['l'],"[[[[44, 4]], '1-190']]",[],[],['T3-5'],[],[],False,False,False,False,False,False,False,False,False,0,2,4,U,,,['SP'],Permission of instructor,"Cadets develop critical leadership, managerial and communication skills while maintaining an active, physical lifestyle needed in today's Air Force. Consists of activities classified as advanced leadership experiences that involve mentoring the cadet corps, special projects, and event planning.",Leadership Laboratory,"Heller, Jason",False,False,False,,False,0.0,0.0,0.0
CC.011,CC,011,False,['l'],"[[[[128, 4]], '16-128']]",[],[],['F12-2'],[],[],False,False,False,False,False,False,False,False,False,2,0,1,U,,,['SP'],None,Researchers from across MIT join the Concourse seminar to explore the topic of &quot;Thinking Across the Disciplines.&quot; Concourse faculty lead weekly luncheon discussions with our guests from the wider MIT faculty. Subject can count toward the 6-unit discovery-focused credit limit for first year students. Preference to students in Concourse.,Seminar II,"Rabieh, Linda",False,False,True,,False,0,0,0
CC.012,CC,012,False,['l'],"[[[[134, 4]], '16-136']]",[],[],['F3-5'],[],[],False,False,False,False,False,False,False,False,False,2,0,1,U,,,"['FA', 'SP']",None,"Close reading and vigorous discussion of an important book or theme, chosen to explore philosophical, ethical, and political questions that span the ages and disciplines.  Readings and themes vary by term.  Past examples include Aristotle's Physics, Plato's dialogue on knowledge, the Theaetetus, and a variety of writings that exemplify liberalism and conservatism in the American tradition. Preference to Concourse students.",Continuing Conversations,"Rabieh, Linda",False,False,True,,False,6.6,3.5,10.7
CC.117,CC,117,False,['l'],"[[[[44, 3], [104, 3]], '16-160']]",[],[],['TR3-4.30'],[],[],True,False,False,False,True,False,False,False,False,3,0,9,U,17.05,,['SP'],None,"Explores questions of justice and ethics in war by focusing on primary texts of pre-modern works of history, philosophy, literature, and Biblical interpretation. Readings from antiquity include Thucydides, Aristophanes, and Cicero.  Examination of the Biblical tradition of just war, itself informed by the classical tradition, includes readings from early and Medieval Christian and Islamic thinkers and proceeds through the early Renaissance, with the beginning of a formalized doctrine of just war theory. Readings about current ethical dilemmas of war are discussed throughout and are given sustained attention at the end of the term. Preference to Concourse students.",Humane Warfare:  Ancient and Medieval Perspectives on Ethics in War,"Rabieh, Linda",False,True,False,,False,6.5,9.7,15.0
CC.120,CC,120,False,['l'],"[[[[45, 3], [105, 3]], '14N-112']]",[],[],['TR3.30-5'],[],[],False,True,False,False,False,False,False,False,False,3,0,9,U,21H.343,,"['FA', 'SP']",None,Explores the impact of new technology on the recording and distribution of words and images in Europe from 1400-1800. Assignments include essays and online projects. Students participate in the design and printing of an eight-page pamphlet on a hand-set printing press. Limited to 12.,Making Books in the Renaissance and Today,"Zimmer, Mary",False,False,False,,False,6.4,9.3,11.3
CC.1803,CC,1803,False,"['r', 'l']","[[[[6, 3], [66, 3]], '16-160']]","[[[[38, 2], [98, 2]], '16-160']]",[],['MW11-12.30'],['TR12'],[],False,False,False,False,False,False,True,False,False,5,0,7,U,,,['SP'],"[Calculus II (GIR) and (CC.010, CC.011, or CC.A10)]",Equivalent to 18.03; see 18.03 for description. Limited to students in Concourse.,Differential Equations,"Sheth, Arnav",False,False,False,,True,6.3,9.6,26.0
CC.200,CC,200,False,[],[],[],[],[],[],[],False,False,False,False,False,False,False,False,False,0,0,0,U,,,"['FA', 'JA', 'SP']",Permission of instructor,"Tutoring, leadership of study and review groups, seminars and recitations in the Concourse Program, under the supervision of senior Concourse staff. Limited to students in Concourse.",Concourse Program Undergraduate Teaching,null,True,False,True,,False,0,0,0
CC.210,CC,210,False,[],[],[],[],[],[],[],False,False,False,False,False,False,False,False,False,0,0,0,U,,,"['FA', 'JA', 'SP']",Permission of instructor,"Opportunity for independent study under regular supervision by a staff member. Projects require prior approval, as well as a written proposal and a final report. Limited to students in Concourse.",Independent Study,"Sheth, Arnav",True,False,True,,False,0,0,0
CC.220,CC,220,False,[],[],[],[],[],[],[],False,False,False,False,False,False,False,False,False,0,0,0,U,,,"['FA', 'SP']",None,"Opportunity for independent study under regular supervision by a staff member. Projects require prior approval, as well as a written proposal and a final report. Limited to students in Concourse.",Independent Study,"Rabieh, Linda",True,False,True,,False,0,0,0
CC.512,CC,512,False,"['r', 'l']","[[[[4, 2], [64, 2], [124, 2]], '16-160']]","[[[[34, 2], [94, 2]], '16-160']]",[],['MWF10'],['TR10'],[],False,False,False,False,False,False,True,False,False,5,0,7,U,,,['SP'],"Chemistry (GIR); [CC.010, CC.011, or CC.A10]",Equivalent to 5.12; See 5.12 for description. Limited to students in Concourse.,Organic Chemistry I,"VOGEL, ELIZABETH",False,False,False,,True,6.8,10.5,19.0
CC.802,CC,802,False,"['r', 'l']","[[[[10, 3], [70, 3]], '16-160']]","[[[[40, 2], [100, 2]], '16-160']]",[],['MW1-2.30'],['TR1'],[],False,False,False,False,False,False,False,False,False,5,0,7,U,,CC.8022,['SP'],"Calculus I (GIR) and Physics I (GIR); [CC.010, CC.011, or CC.A10]",Equivalent to 8.02; see 8.02 for description. Limited to students in Concourse.,Physics II,"Lang, Ryan",False,False,False,,True,6.1,12.2,10.5
CC.8022,CC,8022,False,"['l', 'r']","[[[[10, 3], [70, 3]], '16-160']]","[[[[42, 2], [102, 2]], '16-160']]",[],['MW1-2.30'],['TR2'],[],False,False,False,False,False,False,False,False,False,5,0,7,U,,CC.802,['SP'],Physics I (GIR); [Calculus II (GIR)],Equivalent to 8.022; see 8.022 for description. Limited to students in Concourse.,Physics II,"Lang, Ryan",False,False,False,,False,0,0,0
CC.S20,CC,S20,False,[],[],[],[],[],[],[],False,False,False,False,False,False,False,False,False,0,0,0,U,,,"['FA', 'JA', 'SP']",None,Covers topics not included in the permanent curriculum. May be repeated for credit with permission of instructor. Preference to students in Concourse.,Special Subject: Concourse,null,True,False,True,,False,7.0,2.5,6.0
CC.S21,CC,S21,False,[],[],[],[],[],[],[],False,False,False,False,False,False,False,False,False,0,0,0,U,,,"['FA', 'JA', 'SP']",None,Covers topics not included in the permanent curriculum. May be repeated for credit with permission of instructor. Preference to students in Concourse.,Special Subject: Concourse,null,True,False,True,,False,0,0,0
CC.UR,CC,UR,False,[],[],[],[],[],[],[],False,False,False,False,False,False,False,False,False,0,0,0,U,,,"['FA', 'SP']",Permission of instructor,For students wishing to pursue undergraduate research opportunities in Concourse. Limited to students in Concourse.,Undergraduate Research,null,True,False,True,,False,0,0,0
CDO.THG,CDO,THG,False,[],[],[],[],[],[],[],False,False,False,False,False,False,False,False,False,0,0,0,G,,,"['FA', 'JA', 'SU', 'SP']",Permission of instructor,"Program of research and writing of thesis for students in SM program in Computational Science and Engineering (CSE), matriculating prior to September 2021; to be arranged by the student with supervising committee.",Graduate Thesis,"Nelson, Kathleen",True,False,False,,False,6.0,0.0,10.0
CMS.100,CMS,100,False,['l'],"[[[[40, 3], [100, 3]], '26-168'], [[[15, 3], [75, 3]], '1-277']]",[],[],"['TR1-2.30', 'MW3.30-5']",[],[],True,False,False,False,True,False,False,False,False,3,3,6,U,,,"['FA', 'SP']",None,"Offers an overview of the social, cultural, political, and economic impact of mediated communication on modern culture. Combines critical discussions with experiments working with different media. Media covered include radio, television, film, the printed word, and digital technologies. Topics include the nature and function of media, core media institutions, and media in transition. Enrollment limited.",Introduction to Media Studies,"Larkin, Shannon",False,False,False,,False,6.2,7.5,38.6
CMS.150,CMS,150,False,['l'],"[[[[42, 6]], 'E15-466']]",[],[],['T2-5'],[],[],True,True,False,False,True,False,False,False,False,3,0,9,U,"24.912, 21H.106, 21L.008, 21W.741, WGS.190",,['SP'],None,"Interdisciplinary survey of people of African descent that draws on the overlapping approaches of history, literature, anthropology, legal studies, media studies, performance, linguistics, and creative writing. Connects the experiences of African-Americans and of other American minorities, focusing on social, political, and cultural histories, and on linguistic patterns. Includes lectures, discussions, workshops, and required field trips that involve minimal cost to students.",Black Matters: Introduction to Black Studies,"DeGraff, Michel",False,False,False,,False,0,0,0
CMS.301,CMS,301,False,['l'],"[[[[36, 3], [96, 3]], 'E25-117']]",[],[],['TR11-12.30'],[],[],False,True,False,False,False,False,False,False,False,3,0,9,U,,,['SP'],None,"Provides an introduction to the process of designing games and playful experiences. Familiarizes students with concepts, methods, techniques and tools used in the design of a wide variety of games. Focuses on aspects of the process such as rapid prototyping, play testing, and design iteration using a player-centered approach. Students work in project groups where they engage with a series of confined exercises, practice communicating design ideas, and discuss their own and others work in a constructive manner. No prior programming experience required. Limited to 15.",Introduction to Game Design Methods,"Jakobsson, Jan Mikael",False,False,False,,False,5.9,7.3,29.5
CMS.306,CMS,306,False,['l'],"[[[[82, 6]], '56-154']]",[],[],['W EVE (7-10 PM)'],[],[],False,True,False,False,False,False,False,False,False,3,0,9,U,,CMS.806,['SP'],None,"Applied introduction to comics and sequential art production. Builds skills in how to develop storylines; develop and draw characters, panels, and backgrounds; prepare for print production; and comprehend the basics of sequential language, composition, and layout. Students engage with crucial personal and political issues at stake across a range of comics genres: superhero, biographical, and countercultural. Addresses not just how we create comics, but why we create comics. Students taking graduate version complete additional assignments. Limited to 16.",Making Comics and Sequential Art,"Cordero, Mauricio",False,False,False,,False,0,0,0
CMS.351,CMS,351,False,['l'],"[[[[45, 3], [105, 3]], '14E-310']]",[],[],['TR3.30-5'],[],[],True,False,False,False,False,False,False,False,False,3,0,9,U,21G.067,21G.597,['SP'],None,"Examines the social, cultural, and political stakes of digital culture in Japan and Korea. Focuses on digital media use (and abuse), including the internet, streaming and mobile media, gaming, robots, and augmented realities; the digital remediation of older media; and methods for the study of online life. By considering how digital media use has developed in each country and reshaped identity, politics, public space, and creative practice, students build a conceptual and critical vocabulary for the comparative study of algorithmic cultures. Taught in English.",Digital Media in Japan and Korea,"Roquet, Paul",False,True,False,,False,0,0,0
CMS.355,CMS,355,False,['l'],"[[[[22, 6]], '4-253']]",[],[],['M EVE (7-10 PM)'],[],[],True,False,False,False,True,False,False,False,False,3,0,9,U,21G.070,,['SP'],None,"Close reading of political issues, cultural artifacts, and social actors of Latin America during and in the wake of the revolutionary 1960s. Examines how culture and politics addressed the need to conceptually organize a series of events that were equally momentous and confusing. Questions the established stereotypes and assumptions about Latin America and the sixties that are portrayed in its contemporary, often nostalgic, revivals. Focuses on the ideas that defined Latin America's participation in a global trend of political upheavals, emerging youth cultures, and demands for social justice. Taught in English. Enrollment limited.",Latin America and the Global Sixties: Counterculture and Revolution,"Duong, Paloma",False,True,False,,False,0,0,0
CMS.376,CMS,376,False,['l'],"[[[[82, 6]], 'E25-117']]",[],[],['W EVE (7-10 PM)'],[],[],True,False,False,False,True,False,False,False,False,3,0,9,U,,CMS.876,['SP'],None,"Surveys the interrelated histories of communications media and technological development, from the emergence of 19th-century forms of mass print media and telegraphy, to sound capture and image-based forms (e.g., film, radio, and television), to the shift from analog to digital cultures. Examines how new forms of communication exert social, political, and cultural influences in the global context. Explores how technological innovation and accelerating media affect social values and behaviors in the popular and global adoption of a media device. Includes two papers and a research project on aspects of media history. Students taking graduate version complete additional assignments. Enrollment limited.",History of Media and Technology,"Paradis, James",False,False,False,,False,6.2,7.6,17.7
CMS.400,CMS,400,False,['l'],"[[[[22, 6]], 'E25-117']]",[],[],['M EVE (7-10 PM)'],[],[],True,False,False,False,False,False,False,False,False,3,0,9,U,,,['SP'],One subject in Comparative Media Studies or permission of instructor,"Explores theoretical, historical and critical approaches to the comparative study of media. Examines media from three perspectives: the historical evolution of particular media forms (media in transition); the migration of particular narratives across different media forms (trans-media texts); and the ways in which media texts and systems cross cultural and national boundaries (global crossings). Instruction and practice in written and oral communication provided.",Media Systems and Texts,"Paradis, James",False,False,False,,False,6.5,6.0,2.0
CMS.587,CMS,587,False,['l'],"[[[[43, 3], [103, 3]], '5-134']]",[],[],['TR2.30-4'],[],[],False,False,True,False,True,False,False,False,False,3,6,3,U,11.125,,['SP'],None,"One of two introductory subjects on teaching and learning science and mathematics in a variety of K-12 settings. Topics include student misconceptions, formative assessment, standards and standardized testing, multiple intelligences, and educational technology. Students gain practical experience through weekly visits to schools, classroom discussions, selected readings, and activities to develop a critical and broad understanding of past and current forces that shape the goals and processes of education, and explores the challenges and opportunities of teaching. Students work collaboratively and individually on papers, projects, and in-class presentations. Limited to 25.",Introduction to Education: Understanding and Evaluating Education,"Thompson, Meredith",False,False,False,,False,6.1,7.4,23.5
CMS.590,CMS,590,False,['l'],"[[[[40, 3], [100, 3]], '5-134']]",[],[],['TR1-2.30'],[],[],True,False,False,False,False,False,False,False,False,3,6,3,U,11.127,"11.252, CMS.863",['SP'],None,"Immerses students in the process of building and testing their own digital and board games in order to better understand how we learn from games. Explores the design and use of games in the classroom in addition to research and development issues associated with computer-based (desktop and handheld) and non-computer-based media. In developing their own games, students examine what and how people learn from them (including field testing of products), as well as how games can be implemented in educational settings. All levels of computer experience welcome. Students taking graduate version complete additional assignments.",Design and Development of Games for Learning,"Klopfer, Eric",False,False,False,,False,6.5,7.1,20.5
CMS.593,CMS,593,False,['l'],"[[[[46, 3], [106, 3]], '1-134']]",[],[],['TR4-5.30'],[],[],False,False,True,False,False,False,False,False,False,3,0,9,U,11.131,,['SP'],CMS.592,"Students continue their IAP student teaching through mid March. Topics include educational psychology, theories of learning, and using technology and evaluating its effectiveness to enhance student learning. Assignments include readings from educational literature, written reflections on student teaching, presentations on class topics and creating a project that supports student learning at the school where the MIT student is teaching. This is the third of the three-course sequence necessary to complete the Teacher Education Program.",Educational Theory and Practice III,"Schwanbeck, Gregory",False,False,False,,False,6.5,14.8,6.0
CMS.603,CMS,603,False,[],[],[],[],[],[],[],False,False,False,False,False,False,False,False,False,0,0,0,U,,,"['FA', 'JA', 'SU', 'SP']",Permission of instructor,Opportunity for individual research in comparative media studies. Registration subject to prior arrangement for subject matter and supervision by a faculty member.,Independent Study,"Larkin, Shannon",True,False,True,,False,0,0,0
CMS.604,CMS,604,False,[],[],[],[],[],[],[],False,False,False,False,False,False,False,False,False,0,0,0,U,,,"['FA', 'JA', 'SU', 'SP']",Permission of instructor,Opportunity for individual research in comparative media studies. Registration subject to prior arrangement for subject matter and supervision by a faculty member.,Independent Study,"Larkin, Shannon",True,False,True,,False,0,0,0
CMS.605,CMS,605,False,[],[],[],[],[],[],[],False,False,False,False,False,False,False,False,False,0,0,0,U,,,"['FA', 'JA', 'SP']",None,Part-time internships arranged in Boston and the wider Northeast for students wishing to develop professional experience in a media production organization or industry. Students work with a CMS faculty advisor to produce a white paper on a research topic of interest based on their intern experience. Students planning to take this subject must contact the instructor before the end of the preceding term.,Media Internship,"Paradis, James",True,False,True,,False,0,0,0
CMS.606,CMS,606,False,[],[],[],[],[],[],[],False,False,False,False,False,False,False,False,False,0,0,0,G,,,"['FA', 'JA', 'SP']",None,Part-time internships arranged in Boston and the wider Northeast for students wishing to develop professional experience in a media production organization or industry. Students work with a CMS/W faculty advisor to produce a white paper on a research topic of interest based on their intern experience. Students planning to take this subject must contact the instructor before the end of the preceding term.,Media Internship,"Paradis, James",True,False,True,,False,0,0,0
CMS.611,CMS,611,False,"['b', 'l']","[[[[42, 6]], '56-154']]",[],"[[[[102, 6]], '56-154']]",['T2-5'],[],['R2-5'],False,True,False,False,False,False,False,False,False,3,3,6,U,6.073,,['SP'],"6.01, CMS.301, or CMS.608","Introduces students to the complexities of working in small, multidisciplinary teams to develop video games. Covers creative design and production methods, stressing design iteration and regular testing across all aspects of game development (design, visual arts, music, fiction, and programming). Assumes a familiarity with current video games, and the ability to discuss games critically. Previous experience in audio design, visual arts, or project management recommended. Limited to 24.",Creating Video Games,"Tan, Philip",False,False,False,,False,6.8,11.4,31.0
CMS.614,CMS,614,False,['l'],"[[[[112, 6]], 'E38-200']]",[],[],['R EVE (7-10 PM)'],[],[],False,False,True,False,False,False,False,False,False,3,0,9,U,21W.791,CMS.867,['SP'],None,"Focuses on the social and cultural aspects of networked life through internet-related technologies (including computers, mobile devices, entertainment technologies, and emerging media forms). Theories and readings focus on the cultural, social, economic, and political aspects of internet use and design. Topics include online communication and communities, social media, gender and race in network spaces, activism and hacking, networked publics, remix culture and intellectual property. Instruction and practice in written and oral communication provided. Students taking the graduate version complete additional readings and assignments.",Network Cultures,"PETERSON, CHRIS",False,False,False,,False,7.0,9.9,13.0
CMS.636,CMS,636,False,['l'],"[[[[45, 3], [105, 3]], '56-167']]",[],[],['TR3.30-5'],[],[],True,False,False,False,False,False,False,False,False,3,0,9,U,,CMS.855,['SP'],None,"Investigates the museum as a participatory public space and rethinks visitor engagement and museum education in light of digital technologies, including extended reality (XR) technologies. Students develop concepts, models, and prototypes that integrate physical and digital spaces in novel ways in close collaboration with partners at local museums. Readings provide theoretical, critical, and analytical foundations for collaborative class projects. Students taking graduate version complete additional readings and assignments.",Extending the Museum,"Fendt, Kurt",False,False,False,,False,0,0,0
CMS.701,CMS,701,False,['l'],"[[[[12, 6]], '66-156']]",[],[],['M2-5'],[],[],True,False,False,False,False,False,False,False,False,3,0,9,U,,CMS.901,"['FA', 'SP']",CMS.100,"Addresses important, current debates in media with in-depth discussion of popular perceptions and policy implications. Students use multiple perspectives to analyze texts emanating from these debates, and present their findings through discussions and reports. Explores emerging topics (e.g., piracy and IP regimes, net neutrality, media effects, social media and social change, and changing literacies) across media forms and from various historical, transcultural, and methodological perspectives. Examines the framing of these issues, their ethical and policy implications, and strategies for repositioning the debate. Instruction and practice in written and oral communication provided. Students taking graduate version complete additional assignments.",Current Debates in Media,"Zidani, Sulafa",False,False,False,,False,6.3,7.5,9.0
CMS.702,CMS,702,False,['l'],"[[[[72, 6]], '4-144']]",[],[],['W2-5'],[],[],False,False,True,False,False,False,False,False,False,3,0,9,U,,CMS.802,['SP'],None,"Focuses on a number of qualitative social science methods including interviewing, participant observation, focus groups, cultural probes, and visual sociology. Primary emphasis on understanding and learning concrete techniques that can be evaluated and utilized in any given project. Data organization and analysis will be addressed. Several advanced critical thematics are also covered, including ethics, reciprocity, &quot;studying up,&quot; and risk. Students taking graduate version complete additional assignments.",Qualitative Research Methods,"Taylor, Tina",False,False,False,,False,0,0,0
CMS.802,CMS,802,False,['l'],"[[[[72, 6]], '4-144']]",[],[],['W2-5'],[],[],False,False,False,False,False,False,False,False,False,3,0,9,G,,CMS.702,['SP'],None,"Focuses on a number of qualitative social science methods including interviewing, participant observation, focus groups, cultural probes, and visual sociology. Primary emphasis on understanding and learning concrete techniques that can be evaluated and utilized&nbsp; in any given project. Data organization and analysis will be addressed. Several advanced critical thematics are also covered, including ethics, reciprocity, ""studying up,"" and risk. Students taking graduate version complete additional assignments.",Qualitative Research Methods,"Taylor, Tina",False,False,False,,False,0,0,0
CMS.806,CMS,806,False,['l'],"[[[[82, 6]], '56-154']]",[],[],['W EVE (7-10 PM)'],[],[],False,False,False,False,False,False,False,False,False,3,0,9,G,,CMS.306,['SP'],None,"Applied introduction to comics and sequential art production. Builds skills in how to develop storylines; develop and draw characters, panels, and backgrounds; prepare for print production; and comprehend the basics of sequential language, composition, and layout. Students engage with crucial personal and political issues at stake across a range of comics genres: superhero, biographical, and countercultural. Addresses not just how we create comics, but why we create comics. Students taking graduate version complete additional assignments. Limited to 16.",Making Comics and Sequential Art,"Cordero, Mauricio",False,False,False,,False,0,0,0
